Naive1,Naive2,Naive3,Cosine1,Cosine2,Cosine3,NLI1,NLI2,NLI3,FactScore1,FactScore2,FactScore3
0.0,0.8333333333333334,0.8333333333333334,0.0,0.5,1.0,0.0,1.0,1.0,0.0,0.8666666666666667,0.9666666666666667
0.14285714285714285,0.4444444444444444,0.5,0.7142857142857143,0.5555555555555556,0.5,0.42857142857142855,0.5555555555555556,0.6,0.4285714285714286,0.5333333333333333,0.56
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.19999999999999996,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.75,0.75,1.0,0.5,0.5,1.0,0.0,0.0,0.8666666666666667,0.25,0.25
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,1.0,1.0,-0.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.75,0.0,1.0,0.5,0.0,1.0,0.5,0.0,1.0,0.55
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.125,0.0,0.0,0.125,-0.2222222222222222,0.0,-0.5,-0.13333333333333333,0.0,-0.25
0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,-0.6000000000000001,-0.6000000000000001,0.9666666666666667,0.03999999999999998,0.03999999999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.0,0.375,0.3333333333333333,0.0,0.5,-0.3333333333333333,0.0,-0.25,-0.06666666666666665,0.0,0.025000000000000022
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6666666666666666,1.0,1.0,0.0,0.0,0.0,-0.1111111111111111,-0.25,-0.14285714285714285,0.06666666666666667,0.05000000000000002,0.11428571428571431
1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.85,1.0,1.0
0.46875,0.8571428571428571,0.8333333333333334,0.1875,0.8571428571428571,0.8333333333333334,0.09375,0.8571428571428571,0.8333333333333334,0.1875,0.8571428571428571,0.8333333333333334
0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.275,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8888888888888888,0.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.7777777777777778
0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.19999999999999996,0.0
0.09090909090909091,0.42857142857142855,0.42857142857142855,0.09090909090909091,0.7142857142857143,0.7142857142857143,0.0,0.14285714285714285,0.14285714285714285,0.03636363636363637,0.3142857142857143,0.3142857142857143
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4444444444444444,0.75,0.875,0.4444444444444444,0.75,0.875,0.0,0.125,0.125,0.17777777777777778,0.37500000000000006,0.42500000000000004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.25,1.0,0.0,0.25,1.0,0.0,-0.25,0.0,0.0,-0.04999999999999999,0.4,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.30000000000000004
0.6666666666666666,0.8461538461538461,1.0,0.0,0.6153846153846154,0.5714285714285714,-0.3333333333333333,-0.23076923076923073,0.14285714285714285,-0.06666666666666665,0.15384615384615388,0.39999999999999997
1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,0.7,0.0
0.3333333333333333,0.2857142857142857,1.0,0.0,0.2857142857142857,1.0,0.0,-0.14285714285714285,-0.3333333333333333,0.06666666666666667,0.02857142857142858,0.20000000000000004
0.5555555555555556,0.0,0.0,0.1111111111111111,0.0,0.0,-0.2222222222222222,-1.0,0.0,0.0,-0.6,0.0
0.2,0.45454545454545453,1.0,0.0,0.36363636363636365,1.0,-0.2,-0.09090909090909091,1.0,-0.07999999999999999,0.1090909090909091,1.0
0.8,1.0,1.0,0.2,0.7142857142857143,0.7142857142857143,-0.6,-0.5714285714285714,-0.5714285714285714,-0.15999999999999995,5.551115123125783e-17,5.551115123125783e-17
0.14285714285714285,0.0,0.9375,0.5714285714285714,0.0,0.875,0.42857142857142855,0.0,0.625,0.39999999999999997,0.0,0.7375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35294117647058826,0.6666666666666666,0.6666666666666666,0.35294117647058826,1.0,1.0,-0.11764705882352944,-0.3333333333333333,-0.3333333333333333,0.07058823529411766,0.1333333333333334,0.1333333333333334
0.3333333333333333,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.04000000000000001,0.06
0.7777777777777778,0.6666666666666666,1.0,0.1111111111111111,0.3333333333333333,0.6666666666666666,-0.1111111111111111,0.6666666666666666,0.16666666666666666,0.11111111111111112,0.6,0.43333333333333335
0.8,0.8461538461538461,0.0,0.0,0.46153846153846156,0.0,-0.2,0.07692307692307693,0.0,0.040000000000000036,0.3076923076923077,0.0
0.0,0.8076923076923077,1.0,0.0,0.4230769230769231,0.0,-1.0,0.03846153846153849,-1.0,-0.6,0.2692307692307693,-0.39999999999999997
0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.025
0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.16666666666666666,-1.0,0.0,-0.09999999999999999,-0.19999999999999996
0.2727272727272727,0.0,0.2,0.6363636363636364,0.0,0.5,-0.09090909090909091,0.0,-0.1,0.1272727272727273,0.0,0.08000000000000002
0.16666666666666666,0.4,1.0,0.8333333333333334,1.0,0.8333333333333334,-0.5,0.6000000000000001,0.6666666666666667,-0.09999999999999998,0.6400000000000001,0.7666666666666667
0.0,0.25,0.25,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.25,0.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,0.0,1.0,1.0,-0.06666666666666667,1.0,1.0,-0.04,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.6,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.05714285714285714
0.6,1.0,1.0,0.8,1.0,1.0,0.8,1.0,1.0,0.76,1.0,1.0
0.0,0.8333333333333334,0.8571428571428571,0.0,1.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.9666666666666667,0.9428571428571428
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-0.19999999999999996
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.6
1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-0.19999999999999996,0.0,-0.19999999999999996
0.14285714285714285,0.0,0.2,0.5714285714285714,0.8,0.7,-1.0,-1.0,-0.7000000000000001,-0.45714285714285713,-0.43999999999999995,-0.24000000000000005
1.0,0.6666666666666666,1.0,1.0,0.7777777777777778,1.0,1.0,0.22222222222222227,0.6000000000000001,1.0,0.4222222222222222,0.76
0.5454545454545454,0.8,0.8571428571428571,0.42424242424242425,0.7,0.8095238095238095,-0.2121212121212121,0.3,-0.4285714285714286,0.06666666666666668,0.48000000000000004,0.0761904761904762
1.0,1.0,0.3,0.6666666666666666,1.0,0.3,0.6666666666666666,1.0,0.19999999999999998,0.7333333333333334,1.0,0.24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2857142857142857,0.5714285714285714,0.0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,-0.14285714285714285,0.0,0.2857142857142857,0.05714285714285715,0.0
0.23333333333333334,1.0,1.0,0.03333333333333333,1.0,0.8888888888888888,-0.23333333333333334,0.14285714285714285,-0.11111111111111116,-0.08666666666666664,0.4857142857142857,0.31111111111111106
0.16666666666666666,0.75,1.0,1.0,1.0,1.0,-0.3333333333333333,0.25,0.5,0.033333333333333354,0.5,0.7
0.4,0.6,0.5,0.6,0.6,0.5,0.39999999999999997,0.0,-0.25,0.43999999999999995,0.24,0.05000000000000002
0.3333333333333333,1.0,0.4,0.5,1.0,0.8,-0.16666666666666666,1.0,-0.2,0.0666666666666667,1.0,0.12000000000000005
0.2857142857142857,0.6,0.5,0.2857142857142857,0.0,0.5,-0.2857142857142857,-0.6,0.16666666666666666,-0.05714285714285712,-0.24,0.3
0.1111111111111111,0.2727272727272727,0.2857142857142857,0.2222222222222222,0.2727272727272727,0.2857142857142857,0.0,0.2727272727272727,0.14285714285714285,0.06666666666666667,0.2727272727272727,0.19999999999999998
0.5,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,0.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,-0.15
0.5,0.0,0.0,0.0,0.0,0.0,-0.5,-1.0,-1.0,-0.19999999999999998,-0.6,-0.6
0.5,1.0,0.0,0.6666666666666666,0.9,0.0,-0.16666666666666666,-1.0,-1.0,0.13333333333333336,-0.21999999999999997,-0.6
0.0,1.0,1.0,0.125,1.0,1.0,0.0,1.0,1.0,0.025,1.0,1.0
0.4,1.0,0.3333333333333333,1.0,1.0,0.9333333333333333,1.0,-0.11111111111111116,0.6666666666666667,0.88,0.3333333333333333,0.6533333333333333
0.0,1.0,0.8,0.0,0.6,0.6,0.0,1.0,1.0,0.0,0.9199999999999999,0.88
0.0,1.0,1.0,0.0,1.0,1.0,-0.5,1.0,1.0,-0.3,1.0,1.0
0.5,0.8333333333333334,1.0,1.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.30000000000000004,0.7666666666666666,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.6666666666666666,1.0,0.8333333333333334,1.0,0.8333333333333334,0.6666666666666667,-0.3333333333333333,0.6666666666666667,0.5666666666666667,0.1333333333333334,0.7666666666666667
0.8333333333333334,1.0,0.0,0.8333333333333334,0.75,0.0,-0.16666666666666666,-0.75,0.0,0.2333333333333334,-0.09999999999999992,0.0
